prefix	name	homepage	description	uri_format
P12589	Featherbase ID	https://www.featherbase.info/	identifier for an entry in the Featherbase database about bird feathers	https://www.featherbase.info/en/$1
P12593	SNS Info Saúde	https://www.sns24.gov.pt	identifier for a health condition in the SNS Info Saúde database	https://www.sns24.gov.pt/tema/$1
P12645	PlantZAfrica Plants of the Week ID	https://pza.sanbi.org/plants/search/list?title_sort=ASC&glossary=A	identifier for a southern African plant featured on the PlantZAfrica website	https://pza.sanbi.org/$1
P12649	number of accepted contributions		number of accepted submissions, e.g., conference articles to a conference	
P12670	Flora Croatica Database taxon ID		identifier for a taxon in the Flora Croatica Database	https://hirc.botanic.hr/fcd/DetaljiFrame.aspx?IdVrste=$1
P12742	Bundes-Klinik-Atlas hospital ID	https://bundes-klinik-atlas.de/krankenhaussuche	numeric identifier of a Hospital at the Bundes-Klinik-Atlas	https://bundes-klinik-atlas.de/krankenhaussuche/krankenhaus/$1/
P12750	Dermaptera Species File taxon ID	https://dermaptera.speciesfile.org/otus/887721/overview	identifier for a taxon on the Dermaptera Species File database	https://dermaptera.speciesfile.org/otus/$1/overview
P12751	Embioptera Species File taxon ID	https://embioptera.speciesfile.org/otus/915589/overview	identifier for a taxon in the Embioptera Species File database	https://embioptera.speciesfile.org/otus/$1/overview
P12752	Isoptera Species File taxon ID	https://isoptera.speciesfile.org/otus/585557/overview	identifier for a taxon in the Isoptera Species File database	https://isoptera.speciesfile.org/otus/$1/overview
P12753	Zoraptera Species File taxon ID	https://zoraptera.speciesfile.org/otus/924464/overview	identifier for a taxon on the Zoraptera Species File Online website	https://zoraptera.speciesfile.org/otus/$1/overview
P12767	Aphid Species File taxon ID	https://aphid.speciesfile.org/otus/901309/overview	identifier for a taxon in the Aphid Species File database	https://aphid.speciesfile.org/otus/$1/overview
P12768	Grylloblattodea Species File taxon ID	https://grylloblattodea.speciesfile.org/otus/924558/overview	identifier for a taxon in the Grylloblattodea Species File database	https://grylloblattodea.speciesfile.org/otus/$1/overview
P12769	Mantophasmatodea Species File taxon ID	https://mantophasmatodea.speciesfile.org/otus/925578/overview	identifier for a taxon in the Mantophasmatodea Species File database	https://mantophasmatodea.speciesfile.org/otus/$1/overview
P12770	Plecoptera Species File taxon ID	https://plecoptera.speciesfile.org/otus/890815/overview	identifier for a taxon in the Plecoptera Species File database	https://plecoptera.speciesfile.org/otus/$1/overview
P12771	Coleorrhyncha Species File taxon ID	https://coleorrhyncha.speciesfile.org/otus/890815/overview	identifier for a taxon in the Coleorrhyncha Species File database	https://coleorrhyncha.speciesfile.org/otus/$1/overview
P12785	Orthoptera Species File taxon ID (new)	https://orthoptera.speciesfile.org/otus/805980/overview	identifier for a taxon in the Orthoptera Species File database	https://orthoptera.speciesfile.org/otus/$1/overview
P12788	A Dictionary of Plant Sciences ID	https://www.oxfordreference.com/display/10.1093/acref/9780198833338.001.0001/acref-9780198833338	identifier for an entry in online fourth edition of A Dictionary of Plant Sciences	https://www.oxfordreference.com/display/10.1093/acref/9780198833338.001.0001/acref-9780198833338-e-$1
P12789	A Dictionary of Zoology ID	https://www.oxfordreference.com/display/10.1093/acref/9780198845089.001.0001/acref-9780198845089	identifier for an entry in online fifth edition of A Dictionary of Zoology	https://www.oxfordreference.com/display/10.1093/acref/9780198845089.001.0001/acref-9780198845089-e-$1
P12793	Paleobiology Database reference ID	https://paleobiodb.org	identifier for bibliographic references in the Paleobiology Database	https://paleobiodb.org/classic/displayReference?reference_no=$1
P12797	IMAIOS entity ID	https://www.imaios.com/en/e-anatomy/	IMAIOS page describing the anatomical entity	https://www.imaios.com/en/e-anatomy/anatomical-structure/$1
P12798	Naturalis Repository ID	https://repository.naturalis.nl/	identifier for publications in the Institutional Repository of the Naturalis Biodiversity Center	https://repository.naturalis.nl/pub/$1
P12817	Cockroach Species File taxon ID (new)	https://cockroach.speciesfile.org/otus/856752/overview	identifier for a taxon in the Cockroach Species File database	https://cockroach.speciesfile.org/otus/$1/overview
P12818	Lygaeoidea Species File taxon ID (new)	https://lygaeoidea.speciesfile.org/otus/916338/overview	identifier for a taxon in the Lygaeoidea Species File database	https://lygaeoidea.speciesfile.org/otus/$1/overview
P12819	Phasmida Species File taxon ID (new)	https://phasmida.speciesfile.org/otus/851140/overview	identifier for a taxon in the Phasmida Species File database	https://phasmida.speciesfile.org/otus/$1/overview
P12820	Psocodea Species File taxon ID (new)	https://psocodea.speciesfile.org/otus/870927/overview	identifier for a taxon in the Psocodea Species File database	https://psocodea.speciesfile.org/otus/$1/overview
P12837	Avibase person ID	https://avibase.bsc-eoc.org/authors.jsp	identifier for a person in the Avibase database	https://avibase.bsc-eoc.org/author.jsp?id=$1
P12842	OpenCitations Meta ID	https://doi.org/10.1162/qss_a_00292	earlier version of OpenCitations used the DOI directly but were also limited to DOI only	https://w3id.org/oc/meta/$1
P12914	mandumah ID	https://search.mandumah.com/Record	identifier in the mandumah databases	https://search.mandumah.com/Record/$1
P12917	FoodData Central ID	https://fdc.nal.usda.gov/	identifier in the database of nutritional data about generic and branded foods operated by the U.S. Department of Agriculture	https://fdc.nal.usda.gov/fdc-app.html#/food-details/$1/nutrients
P12938	iasj article ID	https://www.iasj.net/iasj	identifier for a article in iasj	https://www.iasj.net/iasj/article/$1
P12976	CNES ID	https://cnes.datasus.gov.br/	unique identifier assigned to health installations in the Brazilian National Registry of Health Facilities	http://cnes.datasus.gov.br/pages/estabelecimentos/ficha/index.jsp?coUnidade=$1
P13003	typeset.io journal ID	https://typeset.io	identifier for a journal in the typeset.io database	https://typeset.io/journals/$1
P13039	Biblioteka Nauki article ID	https://bibliotekanauki.pl	identifier for an article on bibliotekanauki.pl	https://bibliotekanauki.pl/articles/$1
P13040	Biblioteka Nauki journal ID	https://bibliotekanauki.pl	identifier for a journal on bibliotekanauki.pl	https://bibliotekanauki.pl/journals/$1
P13082	Enciclopedia medica ID	https://www.sapere.it/sapere/medicina-e-salute/enciclopedia-medica.html	identifier for an article of the Enciclopedia medica on the website Sapere.it	https://www.sapere.it/sapere/medicina-e-salute/enciclopedia-medica/$1.html
P13090	FAO fungal entity ID		identifier from FAO ontology for fungal gross anatomy	http://purl.obolibrary.org/obo/FAO_$1
P13123	Health Facility Registry ID		identifier for a health facility in India's Health Facility Registry	
P13179	Japanese Health Insurance System Facility ID	https://www.iryokikan.info/	10-digit identifier for medical/healthcare facilities on Japanese Health Insurance System	
P1323	Terminologia Anatomica 98 ID	https://www.unifr.ch/ifaa/Public/EntryPage/ViewTAOnLine.html	Terminologia Anatomica (1998 edition) human anatomical terminology identifier	https://wikidata-externalid-url.toolforge.org/?p=1323&url_prefix=https:%2F%2Fifaa.unifr.ch%2FPublic%2FEntryPage%2FTA98%20Tree%2FEntity%20TA98%20EN%2F&url_suffix=%20Entity%20TA98%20EN.htm&exp=%5B0-9.%5D+&id=$1
P13280	University of Pécs Almanac ID		University of Pécs teachers' identifier	https://almanach.pte.hu/oktato/$1
P13330	Korean National Species list ID	https://species.nibr.go.kr/	identifier for a taxon (species), in the Korean National Species List	https://species.nibr.go.kr/home/mainHome.do?cont_link=009&subMenu=009002&contCd=009002&pageMode=view&ktsn=$1
P13352	Hiking Note plant ID	https://hiking.biji.co/i	identifier of a plant on the Hiking Note website	https://hiking.biji.co/index.php?q=plant&act=detail&id=$1
P13408	National Academy of Engineering member ID	https://www.nae.edu/	ID of a profile in National Academy of Engineering website	https://www.nae.edu/$1/wd
P13416	Fluorophores.org substance ID		chemical in the fluorescent substances database	https://www.fluorophores.tugraz.at/substance/$1
P13434	BirdLife DataZone species ID	https://datazone.birdlife.org	Identifier for a bird species, in BirdLife International's DataZone online database	https://datazone.birdlife.org/species/factsheet/$1
P13445	Deutsche Genbank Obst (DGO) ID		identifier of a fruit plant variety in the official German federal gene bank	https://www.deutsche-genbank-obst.de/passport/view-mobile?id=$1
P1348	AlgaeBase URL	http://www.algaebase.org	URL for a taxon in AlgaeBase.org	
P13490	SeqCode Registry ID	https://registry.seqco.de/	identifier for a taxonomic name in the SeqCode Registry	https://seqco.de/i:$1
P13514	Mourisco Catalogue work ID	https://acervos.icict.fiocruz.br/F/	unique identifier of a work in the Mourisco Catalogue at Fiocruz	https://acervos.icict.fiocruz.br/F/?func=find-b&find_code=SYS&request=$1
P13523	Moure's Catalog ID		identifier for this bee taxon in the Moure's bee catalog	https://moure.cria.org.br/catalogue?id=$1
P13537	MoNA spectrum ID		identifier for spectra in the MassBank of North America database	https://massbank.us/spectra/display/$1
P13641	Physicians of Georgia Biographical Dictionary ID	http://www.nplg.gov.ge/medics/en/	identifier for Georgian physicians in the Biographical Dictionary of Physicians of Georgia	http://www.nplg.gov.ge/medics/ka/$1
P13643	eFloraMEX ID	https://efloramex.ib.unam.mx/	identifier for a taxon, in the online Flora of Mexico (eFloraMEX)	https://efloramex.ib.unam.mx/cdm_dataportal/taxon/$1
P13696	taxon aspect image		an exemplary image of a particular aspect for this taxon. Relevant for taxonomic identification	https://commons.wikimedia.org/wiki/File:$1
P13734	EASIN ID	https://easin.jrc.ec.europa.eu/easin	identifier for an alien species on the Catalogue of Alien Species by the European Alien Species Information Network	https://easin.jrc.ec.europa.eu/spexplorer/species/factsheet/$1
P13797	Dimensions.com element ID	https://www.dimensions.com/	identifier for a person, place, or thing on Dimensions.com	https://www.dimensions.com/element/$1
P13874	Interaktionsdatabasen ID	https://www.interaktionsdatabasen.dk/default.aspx	identifier of a pharmaceutical product in Interaktionsdatabasen	https://www.interaktionsdatabasen.dk/SearchResult.aspx?pids=$1
P13890	American Kennel Club ID	https://www.akc.org/dog-breeds/	identifier of this dog breed at the official website of the American Kennel Club (AKC)	https://www.akc.org/dog-breeds/$1/
P13926	time of deposition		point in time when an archaeological object or assemblage was buried, hidden, lost, or otherwise deposited	
P1395	National Cancer Institute ID	https://www.cancer.gov/types	identifier at www.cancer.gov	https://www.cancer.gov/types/$1
P13964	USGS publication ID	https://pubs.usgs.gov/browse/	An identifier for a publication in the U.S. Geological Survey (USGS) Publications Warehouse. It consists of publications written by USGS staff members.	https://pubs.usgs.gov/publication/$1
P13987	Medicin.dk medical condition ID	https://min.medicin.dk/Sygdomme/Sygdom/	identifier of a medical condition in the online scientific reference work Medicin.dk	https://min.medicin.dk/Sygdomme/Sygdom/$1
P14091	Accademia Nazionale dei Lincei ID	https://www.lincei.it/it/accademici-dal-1870	identifier for a member of the Accademia Nazionale dei Lincei	https://www.lincei.it/it/socio/$1/
P14111	Australian National Kennel Council ID	https://dogsaustralia.org.au/BrowseBreed/browse-a-breed	identifier of this dog breed at the official website of the Australian National Kennel Council (ANKC)	https://dogsaustralia.org.au/BrowseBreed/browse-a-breed/$1/_
P14166	BISMaL taxon ID	https://www.godac.jamstec.go.jp/bismal	identifier of a taxon or synonym in BISMaL	https://www.godac.jamstec.go.jp/bismal/view/$1
P1461	Patientplus ID	https://www.patient.co.uk/patientplus/a.htm	identifier of disease at Patient UK	https://patient.info/doctor/$1
P1583	MalaCards ID	http://malacards.org	identifier in the Malacards database of diseases	https://www.malacards.org/card/$1
P1668	ATCvet code	http://www.whocc.no/atcvet/	identifier of veterinary medicine	http://www.whocc.no/atcvet/atcvet_index/?code=$1
P1691	operations and procedures key (OPS)		official classification of operational procedures	
P1717	Sandre river ID	http://www.sandre.eaufrance.fr/Rechercher-une-donnee-d-un-jeu	identifier of the French national Water Information System	https://www.sandre.eaufrance.fr/geo/CoursEau_Carthage2017/$1
P1727	Flora of North America taxon ID	http://www.efloras.org/flora_page.aspx?flora_id=1	identifier for a taxon in the Flora of North America database	http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=$1
P1743	Bradley and Fletcher checklist number	https://ukmoths.org.uk/systematic-list	reference for a species in the Bradley and Fletcher checklist of British lepidoptera	https://www.ukmoths.org.uk/species/$1/
P1744	Agassiz checklist number	http://ukmoths.org.uk/systematic-list/?mode=full	reference for a species in the 2013 checklist of over 2,700 species British lepidoptera	
P1745	VASCAN ID	http://data.canadensys.net/vascan/search	identifier for a taxon in the Database of Vascular Plants of Canada	https://data.canadensys.net/vascan/taxon/$1
P1746	ZooBank ID for name or act	https://zoobank.org/	identifier for a name or nomenclatural act at ZooBank	https://zoobank.org/NomenclaturalActs/$1
P1747	Flora of China ID	http://www.efloras.org/flora_page.aspx?flora_id=2	identifier for a taxon in Flora of China (English-language revision of Flora Reipublicae Popularis Sinicae)	http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=$1
P1761	Watson & Dallwitz family ID	http://delta-intkey.com	familyID in Watson & Dallwitz: The families of flowering plants	https://delta-intkey.com/angio/www/$1.htm
P1772	USDA PLANTS ID	https://plants.sc.egov.usda.gov/home	identifier in the United States Department of Agriculture PLANTS Database	https://plants.sc.egov.usda.gov/plant-profile/$1
P1895	Fauna Europaea ID	http://www.faunaeur.org	identifier for a taxon in Fauna Europaea	http://www.eu-nomen.eu/portal/taxon.php?GUID=urn:lsid:faunaeur.org:taxname:$1
P1931	NIOSH Pocket Guide ID	http://www.cdc.gov/niosh/npg	identifier for a chemical in the NIOSH Pocket Guide to Chemical Hazards	http://www.cdc.gov/niosh/npg/npgd$1.html
P1939	Dyntaxa ID		identifier for a taxon in the Swedish Taxonomic Database	https://www.dyntaxa.se/taxon/info/$1
P1940	conifers.org ID		identifier for a taxon in the conifers.org database	https://conifers.org/$1.php
P1978	USDA NDB number	https://fdc.nal.usda.gov/index.html	identifier for a food item in the United States Department of Agriculture National Nutrient Database	https://fdc.nal.usda.gov/fdc-app.html#/?query=$1
P1991	LPSN URL	https://lpsn.dsmz.de/	URL for the website List of Prokaryotic names with Standing in Nomenclature (LPSN)	
P1992	Plazi ID	https://plazi.org/	identifier for a taxon treatment at Plazi.org	https://treatment.plazi.org/id/$1
P2006	ZooBank author ID	http://zoobank.org/	identifier for an author at ZooBank	https://zoobank.org/Authors/$1
P2007	ZooBank publication ID	http://zoobank.org/	identifier for a publication at ZooBank	https://zoobank.org/References/$1
P2008	IPNI publication ID	https://www.ipni.org/	identifier for a publication in the International Plant Names Index	https://www.ipni.org/p/$1
P2017	isomeric SMILES		dedicated SMILES for isomer	http://www.simolecule.com/cdkdepict/depict/bow/svg?smi=$1&zoom=2.0&annotate=cip
P2024	German cattle breed ID	http://www.gesetze-im-internet.de/viehverkv_2007/anlage_6.html	identifier of a cattle breed in German national law	
P2026	Avibase taxon ID	https://avibase.bsc-eoc.org/avibase.jsp	identifier for a species, subspecies, or genus in the global bird database Avibase	https://avibase.bsc-eoc.org/species.jsp?avibaseid=$1
P2027	Colour Index International constitution ID		identifier issued by Colour Index International, for manufactured colour products	
P2036	African Plant Database ID	https://africanplantdatabase.ch/	identifier for a plant taxon, in the Conservatoire et Jardin botaniques de Genève's African Plant Database of scientific names	https://africanplantdatabase.ch/en/nomen/$1
P2040	CITES Species+ ID	http://www.speciesplus.net/	identifier for a taxon in the Species+ database (CITES)	https://speciesplus.net/#/taxon_concepts/$1
P2050	wingspan		distance from one wingtip to the other, of an airplane or an animal	
P2070	Fellow of the Royal Society ID	https://royalsociety.org/	Fellow ID of the Royal Society	https://royalsociety.org/people/$1/
P2072	CDB Chemical ID		ID in UCI chemical database	https://cdb.ics.uci.edu/cgibin/ChemicalDetailWeb.py?chemical_id=$1
P2074	internetmedicin.se ID	http://www.internetmedicin.se	ID in the Swedish database about medical topics	https://www.internetmedicin.se/page.aspx?id=$1
P2083	Leadscope ID	http://www.leadscope.com	identifier for a chemical compound in leadscope.com	https://www.leadscope.com/structure_search_results.php?ss_string=$1
P2085	Nikkaji ID	http://www.genome.jp/kegg	identifier for a chemical compound in the Japan Chemical Substance Dictionary (Nikkaji)	https://jglobal.jst.go.jp/redirect?Nikkaji_No=$1
P2240	median lethal dose (LD50)		the dose required to kill half the members of a tested population after a specified test duration (LC₅₀ → P2712)	
P2249	RefSeq genome ID	http://mygene.info	ID in the RefSeq Genome database	https://www.ncbi.nlm.nih.gov/nuccore/$1
P2250	life expectancy		average life expectancy for this group or species	
P2273	HAdW member ID	https://www.hadw-bw.de/mitglieder	entry in the list of members of the Heidelberg Academy for Sciences and Humanities	https://www.hadw-bw.de/mitglieder?id=$1
P2383	CTHS person ID	http://cths.fr/an/selec.php?sc=pr	identifier for a person in the directory of French learned societies	https://cths.fr/an/savant.php?id=$1
P2393	NCBI locus tag		unique gene identifier that can be used for any species of organism	https://www.ncbi.nlm.nih.gov/gene/?term=$1
P2394	MGI Gene Symbol	http://www.informatics.jax.org/	official gene symbol for a mouse gene	https://www.ncbi.nlm.nih.gov/gene/?term=($1%5BSYM%5D)+AND+Mus+musculus%5BOrganism%5D
P2409	NII article ID	https://ci.nii.ac.jp/	identifier for an article in scholarly literature databases operated by National Institute of Informatics (NII), Japan	https://ci.nii.ac.jp/naid/$1
P2426	Xeno-canto species ID	http://www.xeno-canto.org/	taxon identifier on the xeno-canto.org platform	https://xeno-canto.org/species/$1
P2434	Panarctic Flora ID	http://panarcticflora.org/	identifier for a taxon in the Panarctic Flora	http://panarcticflora.org/taxon/$1
P2454	KNAW past member ID	https://www.dwc.knaw.nl/biografie/pmknaw/	identifier for a person in the Royal Netherlands Academy of Arts and Sciences past member database	https://www.dwc.knaw.nl/biografie/pmknaw/?pagetype=authorDetail&aId=$1
P2455	Species Profile and Threats Database ID	http://www.environment.gov.au/cgi-bin/sprat/public/sprat.pl	identifier from Species Profile and Threats Database managed by Australian Government Department of the Environment	https://www.environment.gov.au/cgi-bin/sprat/public/publicspecies.pl?taxon_id=$1
P2464	BugGuide taxon ID		identifier in BugGuide.net	https://bugguide.net/node/view/$1
P2566	ECHA Substance Infocard ID	https://echa.europa.eu/information-on-chemicals/registered-substances	identifier of a chemical substance used by the European Chemicals Agency (ECHA)	https://www.echa.europa.eu/substance-information/-/substanceinfo/$1
P2710	minimal lethal concentration		lowest concentration of a toxic substance in an environmental medium that kills individual organisms or test species under a defined set of conditions	
P2712	median lethal concentration (LC50)		statistically derived median concentration of a substance in an environmental medium expected to kill 50% of organisms in a given population under a defined set of conditions	
P2717	no-observed-adverse-effect level	http://toxnet.nlm.nih.gov	greatest concentration or amount of a substance, found by experiment or observation, which causes no detectable adverse alteration of morphology, functional capacity, growth, development, or life span of the target organism under defined conditions of exposure	
P2718	lowest-observed-adverse-effect level	http://toxnet.nlm.nih.gov	lowest concentration or amount of a substance (dose), found by experiment or observation, which causes an adverse effect on morphology, functional capacity, growth, development, or life span of a target organism distinguishable from normal (control) organisms of the same species and strain under defined conditions of exposure	
P2752	New Zealand Organisms Register ID	http://www.nzor.org.nz/	identifier for a taxon names in the New Zealand Organisms Register	https://www.nzor.org.nz/names/$1
P2794	Index Hepaticarum ID	http://www.ville-ge.ch/musinfo/bd/cjb/hepatic/search.php	identifier in the Index Hepaticarum, a nomenclatural database	http://www.ville-ge.ch/musinfo/bd/cjb/hepatic/detail.php?no_record=$1
P2809	Australasian Pollen and Spore Atlas Code (archived)	http://apsa.anu.edu.au/	identifier for a pollen or spore in the Australasian Pollen and Spore Atlas, managed by the Australian National University	http://apsa.anu.edu.au/samples/sample.php?id=$1
P2833	ARKive ID (archived)	http://www.arkive.org/	identifier for a taxon, in the ARKive database	https://web.archive.org/web/*/http://www.arkive.org/wd/$1/
P2840	NSC number	https://dtp.cancer.gov/databases_tools/bulk_data.htm	numeric identifier for substances submitted to the National Cancer Institute (NCI) for testing and evaluation	https://dtp.cancer.gov/dtpstandard/servlet/dwindex?searchtype=NSC&chemnameboolean=and&outputformat=html&searchlist=$1&Submit=Submit
P2877	SureChEMBL ID	https://www.surechembl.org/	the chemical compound identifier for the EBI SureChEMBL 'chemical compounds in patents' database	https://www.surechembl.org/chemical/$1
P2941	Munk's Roll ID		identifier of a person, in the biographical website of the Royal College of Physicians, London	https://history.rcplondon.ac.uk/inspiring-physicians/$1
P2944	Plarr ID	https://livesonline.rcseng.ac.uk/client/en_GB/lives/	identifier of a person, in the biographical website of the Royal College of Surgeons, London	https://livesonline.rcseng.ac.uk/biogs/$1.htm
P3031	EPPO Code		identifier for a taxon in the EPPO Global Database	https://gd.eppo.int/taxon/$1
P3060	ButMoth ID	http://www.nhm.ac.uk/our-science/data/butmoth/	identifier for a butterfly or moth genus in the UK Natural History Museum's 'Butterflies and Moths of the World' database	https://data.nhm.ac.uk/dataset/buttmoth/resource/c1727662-2d1e-426f-818c-d144552a747c?q=$1+&view_id=3ae940ca-69b8-430b-9cb8-8b509cac5289&field=Author&value=
P3063	gestation period		amount of time needed for gestation for this animal taxon	
P3064	LepIndex ID	http://www.nhm.ac.uk/jdsml/research-curation/research/projects/lepindex	identifier for a Lepidoptera taxon, in the UK Natural History Museum's 'Global Lepidoptera Names Index'	https://www.nhm.ac.uk/our-science/data/lepindex/detail?taxonno=$1
P3073	CosIng number	https://data.europa.eu/euodp/fr/data/dataset/cosmetic-ingredient-database-ingredients-and-fragrance-inventory/resource/33aa4726-d05c-4756-ad91-6c6297de9771	Number for a chemical substance in the European CosIng database	https://ec.europa.eu/growth/tools-databases/cosing/details/$1
P3076	Open Beauty Facts category ID	https://world.openbeautyfacts.org/facets/categories	category on the Open Beauty Facts website	https://world.openbeautyfacts.org/facets/categories/$1
P3099	Internet Bird Collection species ID	http://www.hbw.com/ibc	identifier for a species of bird, in the Internet Bird Collection database	https://birdsoftheworld.org/bow/species/$1
P3100	Flora of Australia ID (old)	http://www.anbg.gov.au/abrs/online-resources/flora/	identifier for a plant taxon, in the Flora of Australia Online	https://web.archive.org/web/*/https://www.anbg.gov.au/abrs/online-resources/flora/stddisplay.xsql?pnid=$1
P3101	FloraBase ID	http://florabase.dec.wa.gov.au	identifier for a plant taxon, in the Government of Western Australia's FloraBase database	https://florabase.dpaw.wa.gov.au/browse/profile/$1
P3102	Plantarium ID	http://www.plantarium.ru/	identifier for a plant taxon, in the Plantarium database	https://www.plantarium.ru/page/view/item/$1.html
P3105	Tela Botanica ID	https://referentiels.tela-botanica.org/referentiel/index.php?module=Consultation&ref=bdtfx	identifier for a plant taxon in Tela Botanica's 'base des trachéophytes de France métropolitaine' - BDTFX - (Metropolitan France Tracheophyte Database)	https://referentiels.tela-botanica.org/referentiel/index.php?ref=bdtfx&module=FicheTaxon&num_nom=$1
P3130	NSW Flora ID	http://plantnet.rbgsyd.nsw.gov.au/floraonline.htm	identifier for a plant taxon, in the NSW Flora Online	https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=sp&name=$1
P3165	Horsetelex ID		identifier for a horse on Horsetelex database	https://www.horsetelex.com/horses/pedigree/$1
P3166	Webpedigrees ID		identifier for a horse on Webpedigrees database	http://www.webpedigrees.com/pedigree.php?nid=$1
P3167	Allbreedpedigree ID		identifier for a horse on Allbreedpedigree database	https://www.allbreedpedigree.com/$1
P3168	Sporthorse data ID		identifier for a horse on Sporthorse data database	https://sporthorse-data.com/pedigree/$1
P3169	Infochevaux ID	https://infochevaux.ifce.fr/fr/info-chevaux	identifier for a horse on the official French Infochevaux database	https://infochevaux.ifce.fr/fr/$1/infos-generales
P3181	OpenCitations bibliographic resource ID	https://search.opencitations.net/	identifier for an article or publication, in the OpenCitations Corpus	https://w3id.org/oc/corpus/br/$1.html
P3186	TAXREF ID		identifier for a biological taxon in TAXREF, the national taxonomic reference for fauna, flora and Fungi of metropolitan France and overseas developed by the National Museum of Natural History	https://inpn.mnhn.fr/espece/cd_nom/$1
P3226	HAS member ID	https://mta.hu/koztestuleti_tagok	ID of the data sheet of members of the Hungarian Academy of Sciences (including members of its public body, not only full members)	https://mta.hu/koztestuleti_tagok?PersonId=$1
P3240	NBN System Key		identifier of a taxon in the National Biodiversity Network (UK)	https://species.nbnatlas.org/species/$1
P3277	KANTL member ID	https://kantl.be/over-kantl/organisatie/alle-leden	identifier for a member of the Royal Academy of Dutch language and literature	https://kantl.be/over-kantl/organisatie/alle-leden/$1
P3288	World Spider Catalog ID		identifier of a taxon in the World Spider Catalog	https://www.wsc.nmbe.ch/lsid/$1
P3291	DocCheck Flexikon En ID	http://flexikon.doccheck.com/en/Special:Mainpage	identifier for an article in the English section of DocCheck Flexikon wiki	https://flexikon.doccheck.com/en/$1
P3292	DocCheck Flexikon De ID	http://flexikon.doccheck.com/de/Spezial:Mainpage	identifier for an article in the German section of the DocCheck wiki	https://flexikon.doccheck.com/de/$1
P3322	Vlinderstichting ID	https://www.vlinderstichting.nl/vlinders	identifier for lepidoptera species in the vlinderstichting database	https://www.vlinderstichting.nl/vlinders/overzicht-vlinders/details-vlinder/?vlinder=$1
P3332	ACM Digital Library citation ID	https://dl.acm.org/	unique identifier for a bibliographic record in the Association for Computing Machinery (ACM) Digital Library	https://dl.acm.org/citation.cfm?id=$1
P3350	World Health Organisation international non-proprietary name numeric ID		a numeric ID for the WHO international non-proprietary drug names collection	https://extranet.who.int/soinn/mod/page/view.php?id=137&inn_n=$1
P3380	FAO 2007 genetic resource ID	https://tools.wmflabs.org/mix-n-match/?mode=catalog_details&catalog=135	(constructed) ID of a domestic animal species or breed in the FAO Animal Genetic resources report 2007 breed	
P3389	Royal Swedish Academy of Letters member ID	https://www.vitterhetsakademien.se/ledamoter/ledamoter	identifier in the list of members of the Royal Swedish Academy of Letters, History and Antiquities	https://www.vitterhetsakademien.se/ledamoter/ledamoter/$1.html
P3398	Butterflies and Moths of North America ID	http://www.butterfliesandmoths.org/	"identifier for taxa in the ""Butterflies and Moths of North America"" database"	https://www.butterfliesandmoths.org/$1
P3405	Nederlands Soortenregister ID	http://www.nederlandsesoorten.nl/	identifier for a taxon in the ''Nederlands Soortenregister'', a database of taxa in the Netherlands by Naturalis Biodiversity Center	https://www.nederlandsesoorten.nl/linnaeus_ng/app/views/species/nsr_taxon.php?id=$1
P3411	Saxon Academy of Sciences member ID	https://www.saw-leipzig.de/de/mitglieder	identifier in the members' database of the Saxon Academy of Sciences	https://www.saw-leipzig.de/de/mitglieder/$1
P3413	Leopoldina member ID (superseded)	http://www.leopoldina.org/de/mitglieder/mitglieder-seit-1652/	identifier in the members' database of the Leopoldina – German Academy of Sciences	https://web.archive.org/web/https://www.leopoldina.org/mitglieder/mitgliederverzeichnis/mitglieder/member/Member/show/$1/
P3420	Calflora ID		identifier for a taxon in Calflora	https://www.calflora.org/cgi-bin/species_query.cgi?where-calrecnum=$1
P3444	eBird taxon ID	http://ebird.org	identifier for a species or subspecies, in the eBird database	https://ebird.org/species/$1
P3457	case fatality rate		proportion of patients who die of a particular medical condition out of all who have this condition within a given time frame	
P3459	EURING number	http://blx1.bto.org/euringcodes/species.jsp	identifier for a species or subspecies, in the EURING database	https://euring.org/edb/species-maps/sp$1.htm
P3465	maximum frequency of audible sound		maximum frequency of audible sound for this species	
P3471	WikiSkripta article ID		numeric identifier of a page on wikiskripta.eu	https://www.wikiskripta.eu/index.php?curid=$1
P3475	SANU member ID		identifier for a member of the Serbian Academy of Sciences and Arts	https://www.sanu.ac.rs/clan/$1/
P3523	Rfam ID	https://rfam.xfam.org/	identifier in the database of non-coding RNA (ncRNA) families and other structured RNA elements	https://rfam.xfam.org/family/$1
P3524	Simple Modular Architecture Research Tool ID		identifier for a protein domain in the SMART database	http://smart.embl-heidelberg.de/smart/do_annotation.pl?DOMAIN=$1
P3550	Australian Register of Therapeutic Goods ID	https://www.tga.gov.au/australian-register-therapeutic-goods	identifier of a medicine or medical device listed in the Australian Register of Therapeutic Goods	https://tga-search.clients.funnelback.com/s/search.html?collection=tga-artg&profile=record&meta_i=$1
P3591	WCSPF ID		identifier of a plant taxon, in the World Checklist of Selected Plant Families	https://powo.science.kew.org/?name_id=$1
P3594	Araneae spider ID	https://araneae.nmbe.ch/search	identifier for a taxon in araneae.nmbe.ch	https://araneae.nmbe.ch/data/$1
